area_construida,area_util,bairro,cep,condominio,data,descricao,id,municipio,n_quartos,preco,tipo,titulo,url,vagas_garagem 
350,,Expedicionários,58041-000,,2017-10-05,"Casa enorme, com 4 quartos, copa, cozinha, de esquina, localizada no polo médico de João Pessoa, em rua comercial próximo à Epitácio Pessoa, living enorme ideal para uma recepção.",398714854,João Pessoa,4,8000,Aluguel - casa em rua pública,"Casa no Expedicionários, de esquina, em rua comercial, ideal para clínica",http://pb.olx.com.br/paraiba/imoveis/casa-no-expedicionarios-de-esquina-em-rua-comercial-ideal-para-clinica-398714854,4
,,Jardim São Paulo,58053-110,,2017-10-03,"KITNET RESIDENCIAL PARA LOCAÇÃO, JOÃO PESSOA.Rua: Lourenço vieira de souza, número: 199Ótimos Kitnets, ideais para estudante, contendo 01 quarto, sala, cozinha e área de serviço. Próximo à UFPB, UNIPÊ, padarias, supermercados, praça, paradas de ônibus, academia, e restaurante. Aproveite, faça uma visita e confira! (Preço negociável)Telefones para contato: 083 998317314 (Tim/ watzap) 083 986454674 (Oi)",397896666,João Pessoa,1,450,Aluguel - apartamento kitchenette,"KITNETS RESIDENCIAIS PARA LOCAÇÃO, Jardim São Paulo",http://pb.olx.com.br/paraiba/imoveis/kitnets-residenciais-para-locacao-jardim-sao-paulo-397896666,
,,João Paulo Ii,58076-100,,2017-10-03,"faço fretes e mudanças para toda João pessoa e também para outras cidades e estados qualquer dúvida respondo chat, whatsapp e ligações(83)9.8834-8128 oi(83)9.9673-6024 tim",397923183,João Pessoa,1,0,Aluguel - casa em rua pública,Mudança e fretes,http://pb.olx.com.br/paraiba/imoveis/mudanca-e-fretes-397923183,
,,Altiplano Cabo Branco,58047-080,,2017-10-03,Alugo Casa na praia do Seixas ampla cozinha 1 quarto com banheiro area livre para montar seu negocio ou aumentar seu espaço. em cima da Praia . Verão chegou não perca esta oportunidade. imagens so visitando Contato só ligando 83 98187892 988415102 Rejane.Preço a combinar,397891720,João Pessoa,1,0,Aluguel - casa em rua pública,Casa na Praia,http://pb.olx.com.br/paraiba/imoveis/casa-na-praia-397891720,
,,Jardim Oceania,58037-800,,2017-10-03,"Apto no Bairro do Bessa , na Av Presidente Campos Sales com 2 quartos grandes sendo um deles com suíte ,cozinha com área de serviço e vaga de garagem coberta.O predio tem cerca eletrica e câmeras ,bem localizado próximo a praia, supermercado, colégio e farmácias.Aluguel no valor de 1000,00 com Condominio e água incluso!98706-2223 Oi/whatsFernando",397926052,João Pessoa,2,1000,Aluguel - apartamento padrão,Apto 2 quartos,http://pb.olx.com.br/paraiba/imoveis/apto-2-quartos-397926052,1
,,Centro,58013-430,,2017-10-03,Tel: 987653004 Quitinete por 730 reais incluindo água e luz IPTu pra uma pessoa ou casal,397952692,João Pessoa,,0,,Aluguel de Kit Net Manaíra,http://pb.olx.com.br/paraiba/imoveis/aluguel-de-kit-net-manaira-397952692,
,110,Aeroclube,58036-111,R$ 400,2017-10-06,"FALCÃO IMÓVEIS PB - ALUGA APTO NO BESSA (110m2), SALA AMPLA, VARANDA, 3 QTS (SENDO 1 SUÍTE), WC SOCIAL, COZINHA, 1 QUARTO REVERSÍVEL E DUAS VAGAS DE GARAGEM. MARAVILHOSA LOCALIZAÇÃO",398745904,João Pessoa,4,1800,Aluguel - apartamento padrão,Apto 3 qts no Bessa,http://pb.olx.com.br/paraiba/imoveis/apto-3-qts-no-bessa-398745904,2
,,Ipês,58028-700,R$ 0,2017-10-06,"Apartamento com 3 quartos,sala,cozinha,área de serviço, garagem coberta.Próximo ao supermercado bem mais é Shopping Mangabeira",398809890,João Pessoa,3,75000,Aluguel - apartamento padrão,"Aluga-se apartamento no Jose Américo R$750,00 já incluso água e condomínio",http://pb.olx.com.br/paraiba/imoveis/aluga-se-apartamento-no-jose-americo-r-750-00-ja-incluso-agua-e-condominio-398809890,1
,,Castelo Branco,58050-580,,2017-10-03,"Alugo vagas para estudantes feminino casa com 2 quartos sendo uma suíte, sala, cozinha, área de serviço e quintal",397859300,João Pessoa,,350,,Pensionato Feminino em frente à UFPB,http://pb.olx.com.br/paraiba/imoveis/pensionato-feminino-em-frente-a-ufpb-397859300,
,35,Mandacaru,58027-511,,2017-10-04,1 e 2 quartos com água luz e internetZap 988857750,397990002,João Pessoa,1,300,Aluguel - apartamento kitchenette,Aluga se Kitnet em Mandacaru R$ 300,http://pb.olx.com.br/paraiba/imoveis/aluga-se-kitnet-em-mandacaru-r-300-397990002,
,,Valentina De Figueiredo,58064-006,,2017-10-04,"apartamento com dois quartos, sendo uma suíte, sala, cozinha e garagem, no park do sol em Valentina de Figueiredo. $ 350,00 já incluso a taxa condomínio. (83) 98758-093.",397990318,João Pessoa,2,0,Aluguel - apartamento padrão,Aluga-se um apartamento,http://pb.olx.com.br/paraiba/imoveis/aluga-se-um-apartamento-397990318,
,80,Jardim Oceania,58037-545,,2017-10-04,"3 quartos sendo 1 suite com armários embutidos, cozinha projetada, elevador, portaria 24 horas, aluguel com condomínio incluso",398045850,João Pessoa,3,1400,Aluguel - apartamento padrão,Apartamento todo ambientado com 3 quartos sendo 1 suite próximo ao mar,http://pb.olx.com.br/paraiba/imoveis/apartamento-todo-ambientado-com-3-quartos-sendo-1-suite-proximo-ao-mar-398045850,1
,,Manaíra,58038-320,,2017-10-06,"Alugo Casa situada na Avenida Monteiro da Franca, Manaíra, João Pessoa/PB, (Próximo a Massai Construtora).Composta por: garagem, terraço, 03 salas, WC social, 3 quartos sendo 1 suíte, cozinha, dependência de empregada completa, área de serviço, quintal, canil.Para a locação é necessário ter renda comprovada e fiador (com bens declarados em imposto de renda).R$ 2.500,00Qualquer dúvida, entre em contato: Plantão: Marcelo Escorel - Creci/Pb: 1690 (83) 98806-0705 (Oi)(83) 99984-2323 (Tim) (83) 99327-8772 (Claro)Imobiliária (83) 3247-6060 / 3247-1827(83) 98600-6060 (Oi)(83) 99981-6060 (Tim)(83) 99170-7209 (Claro) (83) 98159-2075 (Vivo)",398863273,João Pessoa,3,2500,Aluguel - casa em rua pública,"Casa, Avenida Monteiro da Franca, Manaira, João Pessoa, (Próximo a Massai Construtora)",http://pb.olx.com.br/paraiba/imoveis/casa-avenida-monteiro-da-franca-manaira-joao-pessoa-proximo-a-massai-construtora-398863273,2
,73,Jardim Oceania,58037-545,R$ 300,2017-10-04,"2 quartos sendo 1 suite, sala para 2 ambientes, cozinha com armários e área de serviço, varanda, posição nascente, com área de lazer na cobertura - piscina, churrasqueira, aluguel com condomínio incluso - gás encanado.",398039983,João Pessoa,2,1000,Aluguel - apartamento padrão,Apartamento com 2 quartos sendo 1 suite com armários na cozinha super ventilado,http://pb.olx.com.br/paraiba/imoveis/apartamento-com-2-quartos-sendo-1-suite-com-armarios-na-cozinha-super-ventilado-398039983,1
,110,Jardim Oceania,58037-545,,2017-10-04,"3 quartos sendo 1 suite, dependência completa de empregada, cozinha com armários, área de serviço, varanda ampla, posição sul, área de lazer com piscina e salão de festas, elevador, porteiro 24 horas, próximo ao mar, aluguel com condomínio incluso",398049990,João Pessoa,3,1600,Aluguel - apartamento padrão,"Apartamento próximo ao mar - posição sul - com 3 quartos sendo 1 suite e DCE,",http://pb.olx.com.br/paraiba/imoveis/apartamento-proximo-ao-mar-posicao-sul-com-3-quartos-sendo-1-suite-e-dce-398049990,1
,156,Manaíra,58038-480,R$ 900,2017-10-04,"Excelente Apartamento no melhor de Manaíra. Próximo a Praça Silvio Porto, ao Manaíra Shopping, á 500 metros da Praia. 5º Andar Nascente Sul.Ed. Rio Tarumã Apartamento possui :02 salas (01 sala com Varanda)02 suítes (01 suíte com Varanda)01 quartoWc socialCozinha Área de serviçoDCE02 Vagas de GaragemCondomínio:PiscinaSalão de Festas PlaygroundAcadêmiaSala de JogosDeckRecepçãoPortaria 24hrsALUGUEL R$ 2.000,00 +CONDOMÍNIO R$ 900,00 Total R$ 2.900,00SIGA - Imóveis do Nordeste, no Instagram e no FacebookO Imóvel que você procura está Aqui!Imóveis do NordesteADMINISTRAÇÃO-AVALIAÇÃO-LOCAÇÃO E VENDACRECI 0365-J CNPJ 07.681.553/0001-04Av. Nossa Senhora dos Navegantes, 430 loja 2Tambaú-João Pessoa-PB - Cep: 58.039-010Tels: (83) 3247-8200(83) 99982-2929 - Tim - whatsapp(83) 98772-2929 - Oi(83) 99810-2929 - Timapartamento , casa , aluguel , alugo , vendo , oportunidade , 02 quartos , 01 quarto , 03 quartos , 04 quartos , terreno , lote , cobertura , 03 suítes , 02 suítes , joão pessoa , empresarial , residencial , ponto comercial , casa de esquina , cabo branco , tambaú , manaíra , tambauzinho , torre , bessa , miramar , jardim luna , Intermares , Centro",346760558,João Pessoa,3,2000,Aluguel - apartamento padrão,Manaíra- Apartamento 03 Quartos 02 vagas de garagem,http://pb.olx.com.br/paraiba/imoveis/manaira-apartamento-03-quartos-02-vagas-de-garagem-346760558,2
,90,Aeroclube,58036-843,R$ 110,2017-10-04,"Apartamento 90m², composto de sala de estar em 2 ambientes e varanda integradas, 2 quartos sendo 1 suíte com closet, banheiro social, ampla copa-cozinha e área de serviço integradas, depósito com pia, armário e prateleiras, 2 vagas de garagem. Posição Nascente.Elevadores e Portaria 24 horas. Área de Lazer com: Salão de Festas e Cozinha de Apoio; Piscina; Área Gourmet com Churrasqueira e Solarium. Valor com condomínio incluso.Luiz Felipe NyaradiCorretor Imobiliário | CRECI: 7981.F/PB Tel: (83) 99124-6996| WhatsApp",398135158,João Pessoa,2,1700,Aluguel - apartamento padrão,"Apartamento 2 Quartos/suíte, 90m², 2 vagas",http://pb.olx.com.br/paraiba/imoveis/apartamento-2-quartos-suite-90m-2-vagas-398135158,2
,50,Valentina De Figueiredo,58064-330,R$ 0,2017-10-04,"Proximo da escola tercia Bonavides e contorno de mangabeira/valentina ap com 2quartos sendo 1suite, wc social, sala, cozinha americana, area de serviço e uma vaga de garagemNão tem taxa de condomínio. Telefone 98665-3576/98823-3614Imperdível essa promoção.",398044039,João Pessoa,2,500,Aluguel - apartamento padrão,Apartamento,http://pb.olx.com.br/paraiba/imoveis/apartamento-398044039,1
,81,Bessa,58035-105,R$ 500,2017-10-03,Apto pr aluguel,397912224,João Pessoa,3,3500,Aluguel - apartamento padrão,Paraiso do Atlantico,http://pb.olx.com.br/paraiba/imoveis/paraiso-do-atlantico-397912224,2
,,Brisamar,58034-240,,2017-10-04,"Apartamento Com Três Quartos Sendo Uma Suite, Wc Suite, Sala Jantar/Estar, Varanda, Wc Social, Cozinha, Wc Serviço, Área De Serviço, 02 Vagas De Garagem.Valor do Aluguel com Condomínio Incluso.MAIS INFORMAÇÕES OU AGENDAR VISITASTRATAR COM O DEPARTAMENTO COMERCIAL DIMENSIONAL (83) 9 8863-4102 / 3247-4545",398085221,João Pessoa,3,2000,Aluguel - apartamento padrão,ALUGADO Apartamento no Jardim Luna - Residencial Kerince - Área: 90 m²,http://pb.olx.com.br/paraiba/imoveis/alugado-apartamento-no-jardim-luna-residencial-kerince-area-90-m-398085221,2
,52,Planalto Boa Esperança,58065-195,R$ 60,2017-10-04,"Apartamento novo, 2 quartos, 2 banheiros, sala pra 2 ambiente, cozinha, térreo, cerca elétrica, portão elétrico, câmeras de segurança, condomínio R$ 60,00 rua asfaltada, próximo a parada de ônibus, padarias, farmácias, e comércios. Rua Alvorada 81, valentina, por trás do city park.Felipe 83988996934 (whatsapp)",398093210,João Pessoa,2,500,Aluguel - apartamento padrão,Apartamento Novo,http://pb.olx.com.br/paraiba/imoveis/apartamento-novo-398093210,1
,56,Mangabeira,58056-070,R$ 100,2017-10-04,"Apartamento para (LOCAÇÃO) na melhor localização de Mangabeira I, contendo 2 quartos, sala para dois ambientes, varanda, cozinha, área de serviço, banheiro social, vaga de garagem, portão eletrônico, interfones, portaria 24 horas, circuito de monitoramento com câmeras de vigilância, sensores de presença, portões de acesso todos codificados, playground para as crianças se divertirem com toda segurança e conforto, jardins com vários pés de coqueiros e muito mas....Obs: O Edifício fica em uma das principais avenidas do Bairro e da Cidade, próximo à restaurantes, principais instituições de ensino, paradas de ônibus, centros de idiomas, padarias, sorveterias, temakeria, creperia, feiras livres, academias, pizzarias, lojas de conveniências, lanchonetes, bancos, redes de loterias, creches, praças, unidades de saúde, lojas de material de construções e muito mas...O VALOR DO CONDOMÍNIO JÁ ESTÁ INCLUSO NO VALOR DO ALUGUEL.OBS: (CONTATO DIRETO COM O PROPRIETÁRIO) RICARDO PIRESTEL:(83) 98826-2726 OI WHATSAPP - RICARDO PIRES(83) 99865-4079 TIM - RICARDO PIRES(83) 99368-1746 CLARO (83) 98101-5724 VIVO",398170718,João Pessoa,2,680,Aluguel - apartamento padrão,Apartamento para locação no melhor de Mangabeira I,http://pb.olx.com.br/paraiba/imoveis/apartamento-para-locacao-no-melhor-de-mangabeira-i-398170718,1
,75,Aeroclube,58036-460,R$ 0,2017-10-04,"Alugo excelente apartamento com 03 quartos, sendo 01 suite, varanda, sala para dois ambientes, cozinha americana, roupeiro, armario nos banheiros, wc social, garagem coberta, área de lazer com piscina adulto e criança e porteiro 24 horas e elevador.Obs. O valor do condomínio e do IPTU já estão inclusos no valor do aluguel mensal de 1.000,00.Whats app 81-987643008",393497629,João Pessoa,3,1000,Aluguel - apartamento padrão,Apartamento próximo ao Carrefour bem localizado,http://pb.olx.com.br/paraiba/imoveis/apartamento-proximo-ao-carrefour-bem-localizado-393497629,1
,,José Américo De Almeida,58074-073,,2017-10-04,"Aluga-se um kitnet com sala, quarto com banheiro, cozinha, área de serviço (pia individual) e vaga para moto, localizado no bairro do José Américo, quinta rua à esquerda após a Igreja Católica São José, exatamente na Rua Inaura Leite Fontes, n- 13. O kitnet é todo na cerâmica, com calçamento por dentro da área e coleta seletiva. Bem organizado, seguro e protegido. No valor de R$350,00 (incluso a água). Caso tenha interesse, ligue para o número (083) 98872-5664 (Fabiana)",398200662,João Pessoa,,350,,Aluga se,http://pb.olx.com.br/paraiba/imoveis/aluga-se-398200662,
,60,Brisamar,58033-390,R$ 461,2017-10-04,"Alugo apto recém construído no 11º andar, posição sul ( super ventilado ) bairro Brisamar , são 3 unidades por andar, 2 elevadores, 1 vaga de garagem disponível, recepção ambientada, salão de festas, copa, piscina e porteiro 24hs. O apto é composto de sala para 2 ambientes, varanda, cozinha com área de serviço e dois quartos sendo uma suite.Os dois quartos, banheiros e cozinha dispõem de amarios,",398201714,João Pessoa,2,1100,Aluguel - apartamento padrão,Apto novo no Brisamar,http://pb.olx.com.br/paraiba/imoveis/apto-novo-no-brisamar-398201714,1
,,Portal do Sol,58046-900,R$ 0,2017-10-04,"alugo belíssimo apto, bem pertinho do mar, linda visão panorâmica, 12º andar, c/armários, cômodos amplos, contendo 2 slas, 03 qts s/01 ste, DCE, área de serviço, cozinha.Com elevador, portaria, garagem coberta, bem pertinho do mar!!!",398150986,João Pessoa,3,2000,Aluguel - apartamento padrão,"Apto em cabo branco, próximo ao mar, com 03 qts",http://pb.olx.com.br/paraiba/imoveis/apto-em-cabo-branco-proximo-ao-mar-com-03-qts-398150986,1
,75,Torre,58040-040,R$ 400,2017-10-04,"ED. SANTORINIApartamento de 75m2 com 03 quartos, 01 sala, 01 wc social, cozinha, área de serviço, 01 vaga de garagem coberta.Edifício:25 pavimentosMedidores individuais de água2 elevadoresGeradorCentral de gás1 vagas de garagemLazer:Piscina adulto e infantilAcademia de ginásticaPista de cooper SaunaMini quadra Apoio/BarPlayground Salão de festas Salão de jogos Aluguel = R$1.200,00 +Condomínio = R$400,00",398231140,João Pessoa,3,1200,Aluguel - apartamento padrão,Apartamento na Torre 03 quartos,http://pb.olx.com.br/paraiba/imoveis/apartamento-na-torre-03-quartos-398231140,
,,Cruz das Armas,58085-000,,2017-10-02,1 e 2 quartos com água luz e internet,397089575,João Pessoa,1,330,Aluguel - apartamento kitchenette,Aluga se Kitnet em Cruz das armas,http://pb.olx.com.br/paraiba/imoveis/aluga-se-kitnet-em-cruz-das-armas-397089575,
49,,Centro,58010-820,R$ 0,2017-10-04,"Alugo linda casa em vila no cidade verde 2°etapa - Bairro das Indústrias. Rua Equador, n° 83. Toda nova, segura, limpa, bem manutenida, com vizinhança boa, educada, fiel e famílias de bem. Gente selecionada e trabalhadora. Se gosta de som alto, bebedeira ou fazer confusão não ligue. Ambiente família. A prioridade é o respeito entre os vizinhos. Muro alto com grampos, com lâmpadas em led em toda casa (mais econômica), calhas para chuva, toda parte hidráulica, elétrica e estrutural em perfeitas condições. Caixa d'agua, área de serviço, terraço, 2 quartos, 1 wc, cozinha americana com balcão de mármore, energia individualizada, muros separados com beco e muito mais. Informações 999300559",397981177,João Pessoa,2,320,Aluguel - casa em vila,Casa/ Vila - CidadeVerde,http://pb.olx.com.br/paraiba/imoveis/casa-vila-cidadeverde-397981177,
,35,Jardim Oceania,58037-050,,2017-10-02,Apartamento de um quarto para acomodar até 4 pessoas,304562318,João Pessoa,1,1100,Aluguel - apartamento padrão,Lindo flat bem localizado,http://pb.olx.com.br/paraiba/imoveis/lindo-flat-bem-localizado-304562318,1
,,Mangabeira,58055-190,,2017-10-02,Se tiver garagem,397160108,João Pessoa,3,0,Aluguel - casa em rua pública,Procuro uma casa pra aluga em mangabeira,http://pb.olx.com.br/paraiba/imoveis/procuro-uma-casa-pra-aluga-em-mangabeira-397160108,1
